순번,출원번호
1228,1020230007388
1229,1020240079506
1230,1020210086614
1231,1020230186774
1232,1020220167029
1233,1020220159907
1234,1020230105162
1235,1020240024527
1236,1020240024526
1237,1020230090527
1238,1020230099753
1239,1020200180385
1240,1020230028571
1241,1020200113975
1242,1020200111310
1243,1020257028770
1244,1020257028798
1245,1020230177172
1246,1020220099268
1247,1020257028984
1248,1020257028954
1249,1020257034391
1250,1020217022903
1251,1020190135438
1252,1020237034990
1253,1020230170170
1254,1020210003123
1255,1020210027330
1256,1020200155423
1257,1020227023190
1258,1020220147792
1259,1020227045846
1260,1020220141511
1261,1020220163222
1262,1020230175872
1263,1020220175235
1264,1020230101722
1265,1020230012654
1266,1020220187614
1267,1020220157273
1268,1020230031474
1269,1020237016972
1270,1020237017255
1271,1020230090728
1272,1020250008360
1273,1020220129260
1274,1020210127425
1275,1020210069912
1276,1020230070428
1277,1020220067158
1278,1020257027333
1279,1020230174121
1280,1020240050782
1281,1020250044783
1282,1020257032506
1283,1020247032462
1284,1020237012915
1285,1020230062758
1286,1020257031850
1287,1020217036964
1288,1020230184238
1289,1020227010805
1290,1020247018302
1291,1020237033880
1292,1020257020237
1293,1020240107056
1294,1020257024402
1295,1020250135150
1296,1020220110186
1297,1020220136628
1298,1020210110297
1299,1020257029507
1300,1020240041146
1301,1020220138121
1302,1020230037798
1303,1020220128818
1304,1020220116328
1305,1020247014144
1306,1020220135152
1307,1020237037572
1308,1020240016687
1309,1020200073717
1310,1020200087709
1311,1020240037631
1312,1020217034360
1313,1020240037028
1314,1020220118692
1315,1020257004231
1316,1020220170641
1317,1020240013154
1318,1020257022267
1319,1020257014187
1320,1020257012557
1321,1020257011621
1322,1020257022118
1323,1020257010131
1324,1020257008697
1325,1020257006817
1326,1020257009446
1327,1020257018134
1328,1020247028640
1329,1020257023383
1330,1020247034711
1331,1020257011932
1332,1020247033061
1333,1020257010132
1334,1020257015283
1335,1020247031006
1336,1020250070013
1337,1020247028514
1338,1020237019129
1339,1020247010571
1340,1020247032442
1341,1020247021725
1342,1020247013224
1343,1020247000596
1344,1020247008865
1345,1020237025840
1346,1020237043726
1347,1020240035148
1348,1020247000535
1349,1020237020430
1350,1020247010263
1351,1020237018320
1352,1020237015440
1353,1020237038178
1354,1020237026041
1355,1020237027167
1356,1020237040205
1357,1020237008710
1358,1020237020431
1359,1020237042772
1360,1020237033844
1361,1020237017847
1362,1020237030354
1363,1020237029964
1364,1020237014251
1365,1020237029024
1366,1020237028934
1367,1020237029452
1368,1020237001121
1369,1020237007008
1370,1020237023783
1371,1020227045561
1372,1020227044157
1373,1020237008413
1374,1020227040656
1375,1020227034666
1376,1020227025567
1377,1020227022207
1378,1020227017771
1379,1020227045773
1380,1020227029024
1381,1020227029025
1382,1020227011397
1383,1020227015996
1384,1020227030792
1385,1020227029022
1386,1020227029023
1387,1020227014742
1388,1020217011535
1389,1020210025627
1390,1020240037059
1391,1020207025668
1392,1020200117210
1393,1020200133518
1394,1020210006829
1395,1020247005499
1396,1020230001359
1397,1020227027719
1398,1020227023469
1399,1020200062377
1400,1020230028991
1401,1020240032734
1402,1020230125758
1403,1020240030991
1404,1020240031959
1405,1020230071124
1406,1020220126574
1407,1020210181699
1408,1020240079391
1409,1020240026450
1410,1020200002264
1411,1020250114820
1412,1020230122974
1413,1020230191633
1414,1020240200068
1415,1020240022970
1416,1020250019658
1417,1020210154767
1418,1020230085274
1419,1020220074597
1420,1020200161545
1421,1020230144505
1422,1020230158656
1423,1020230172362
1424,1020250103210
1425,1020220102829
1426,1020200124842
1427,1020240016670
1428,1020240015999
1429,1020230108822
1430,1020230092302
1431,1020230063655
1432,1020240012823
1433,1020220188234
1434,1020220109511
1435,1020220110295
1436,1020230137662
1437,1020220059423
1438,1020257024257
1439,1020240008847
1440,1020217009870
1441,1020210155909
1442,1020230043183
1443,1020240024842
1444,1020250088256
1445,1020250088255
1446,1020247042889
1447,1020217011282
1448,1020230042179
1449,1020190177682
1450,1020190160719
1451,1020230194377
1452,1020210180781
1453,1020230051256
1454,1020230005868
1455,1020220055980
1456,1020230182557
1457,1020220010887
1458,1020230174176
1459,1020210187462
1460,1020230171860
1461,1020230170905
1462,1020240057669
1463,1020230167732
1464,1020200187857
1465,1020210077373
1466,1020230162795
1467,1020230163403
1468,1020230157726
1469,1020230157219
1470,1020257006139
1471,1020210160715
1472,1020230145536
1473,1020230144876
1474,1020230147149
1475,1020230038133
1476,1020230182559
1477,1020240125057
1478,1020210104904
1479,1020230132764
1480,1020257009462
1481,1020230085213
1482,1020220108208
1483,1020230112466
1484,1020250023154
1485,1020220038486
1486,1020230039739
1487,1020230107560
1488,1020257001363
1489,1020210089829
1490,1020210089830
1491,1020230079907
1492,1020247017063
1493,1020200059671
1494,1020230075755
1495,1020230074035
1496,1020230165824
1497,1020230028872
1498,1020247036416
1499,1020230031454
1500,1020230029927
1501,1020230047656
1502,1020230016454
1503,1020247029094
1504,1020247012473
1505,1020230021429
1506,1020247025462
1507,1020230022206
1508,1020230012809
1509,1020230012910
1510,1020230168848
1511,1020230012558
1512,1020230013306
1513,1020230012117
1514,1020230010494
1515,1020230010963
1516,1020227011746
1517,1020230003331
1518,1020230162583
1519,1020230009628
1520,1020230163449
1521,1020230004553
1522,1020220162376
1523,1020220149331
1524,1020220166904
1525,1020227006666
1526,1020230019979
1527,1020200179773
1528,1020240022628
1529,1020220010153
1530,1020240126527
1531,1020220179394
1532,1020257029060
1533,1020230011594
1534,1020230009888
1535,1020200128088
1536,1020200062184
1537,1020257031156
1538,1020247015882
1539,1020220187128
1540,1020220140868
1541,1020220133528
1542,1020220147257
1543,1020210130566
1544,1020247003904
1545,1020237031331
1546,1020257032017
1547,1020257029063
1548,1020190078941
1549,1020240053720
1550,1020220162800
1551,1020227035651
1552,1020257005235
1553,1020220088956
1554,1020220074416
1555,1020210115486
1556,1020210020107
1557,1020210118644
1558,1020200183056
1559,1020200003427
1560,1020200062185
1561,1020200103428
1562,1020200102238
1563,1020220166963
1564,1020200124173
1565,1020257031784
1566,1020200029822
1567,1020257028889
1568,1020210119317
1569,1020210108190
1570,1020240113209
1571,1020210186990
1572,1020247026229
1573,1020257029398
1574,1020247027378
1575,1020210131159
1576,1020210116039
1577,1020257025450
1578,1020210129293
1579,1020210155962
1580,1020227046089
1581,1020220147941
1582,1020237001778
1583,1020220150907
1584,1020257016524
1585,1020200062327
1586,1020210091413
1587,1020247035384
1588,1020217002668
1589,1020227000254
1590,1020257028882
1591,1020257014460
1592,1020257008040
1593,1020220149549
1594,1020220126539
1595,1020257029024
1596,1020247035920
1597,1020247033450
1598,1020247031480
1599,1020257005366
1600,1020257029053
1601,1020257029043
1602,1020247034607
1603,1020257015973
1604,1020247039558
1605,1020257013303
1606,1020257006282
1607,1020247015340
1608,1020247026076
1609,1020247033754
1610,1020247039512
1611,1020247028502
1612,1020247015648
1613,1020247014584
1614,1020247012484
1615,1020247023193
1616,1020247004598
1617,1020240009385
1618,1020237013360
1619,1020237024284
1620,1020230003210
1621,1020237010165
1622,1020237005864
1623,1020237006935
1624,1020237018413
1625,1020230020732
1626,1020227023281
1627,1020227037522
1628,1020227012657
1629,1020220154454
1630,1020217041903
1631,1020257017729
1632,1020257008969
1633,1020257008889
1634,1020240005839
1635,1020237032399
1636,1020230193529
1637,1020257029068
1638,1020257029057
1639,1020257029062
1640,1020257028907
1641,1020257029066
1642,1020257029056
1643,1020210090515
1644,1020200141194
1645,1020200122176
1646,1020250018170
1647,1020220098563
1648,1020200147840
1649,1020200118820
1650,1020190114192
1651,1020200128305
1652,1020220120589
1653,1020200014175
1654,1020200087072
1655,1020190079390
1656,1020210089998
1657,1020240155075
1658,1020210118305
1659,1020190147994
1660,1020210023175
1661,1020200178991
1662,1020230153734
1663,1020220150544
1664,1020210000694
